woche,lfd,gewicht,date,location_size,Bundesland,West/East,Gender,Age,Education,Job,Household size,NumberofPerson>14,party preference,Eligible to vote,HH Income,난민에 관한 우려,단기적 난민 수용 인식,장기적 난민 수용 인식,난민문제에 대한 정부인식
KW 25 - Juni,25555667,",852635",2016/06/20,100000 bis 500000,Bayern,West,w,58,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,25737537,"2,366556",2016/06/20,100000 bis 500000,Bayern,West,w,60,"Volks-, Hauptschule",nein,zwei,zwei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,25764818,"3,246656",2016/06/20,100000 bis 500000,Bayern,West,m,59,"Volks-, Hauptschule",ja,drei,drei,CDU/CSU,ja,keine Angabe,mache mir Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,25837245,"1,924271",2016/06/20,50000 bis 100000,Bayern,West,m,84,"Volks-, Hauptschule",nein,zwei,zwei,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir keine Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 25 - Juni,25847126,",11446",2016/06/20,50000 bis 100000,Bayern,West,m,77,Studium,nein,eine Person,eine Person,FDP,ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 25 - Juni,25916892,",26851",2016/06/20,5000 bis 20000,Bayern,West,w,70,Studium,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,26254673,",292957",2016/06/20,500000 und mehr,Bayern,West,m,82,Studium,ja,zwei,zwei,SPD,ja,3500 bis unter 4000,mache mir keine Sorgen,"eher Vorteile,",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,26263959,",386155",2016/06/20,500000 und mehr,Bayern,West,w,66,Mittlerer Bildungsabschl,ja,eine Person,eine Person,SPD,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,26332695,",214503",2016/06/20,500000 und mehr,Bayern,West,m,55,Studium,ja,zwei,zwei,SPD,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,26378122,",399236",2016/06/20,500000 und mehr,Bayern,West,w,53,Mittlerer Bildungsabschl,ja,drei,drei,SPD,ja,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 25 - Juni,26615450,"1,607726",2016/06/20,500000 und mehr,Bayern,West,w,62,"Volks-, Hauptschule",ja,zwei,zwei,"Bündnis `90, Die Grünen",ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,26848205,"1,102325",2016/06/20,100000 bis 500000,Bayern,West,w,15,Schüler,nein,vier,vier, , ,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,26917091,",590705",2016/06/20,100000 bis 500000,Bayern,West,w,60,Studium,ja,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 25 - Juni,27005735,"3,181888",2016/06/20,5000 bis 20000,Bayern,West,w,73,"Volks-, Hauptschule",nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,27221682,",46776",2016/06/20,100000 bis 500000,Bayern,West,m,14,Schüler,nein,zwei,zwei, , ,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher voran
KW 25 - Juni,27228015,"1,624743",2016/06/20,20000 bis 50000,Bayern,West,m,46,"Volks-, Hauptschule",ja,drei,drei,CDU/CSU,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,27236131,",417492",2016/06/20,20000 bis 50000,Bayern,West,m,55,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,27559303,"1,000829",2016/06/20,100000 bis 500000,Bayern,West,w,17,Schüler,nein,drei,drei, ,nein,3000 bis unter 3500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,27569484,",311206",2016/06/20,100000 bis 500000,Bayern,West,w,52,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,27658282,",660597",2016/06/20,500000 und mehr,Bayern,West,w,52,Mittlerer Bildungsabschl,ja,drei,drei,"weiß nicht, keine Angabe",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,27667719,",680017",2016/06/20,500000 und mehr,Bayern,West,w,55,"Volks-, Hauptschule",ja,drei,drei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 25 - Juni,27805338,",511918",2016/06/20,50000 bis 100000,Bayern,West,m,56,Mittlerer Bildungsabschl,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,27813008,",866575",2016/06/20,bis 2000,Bayern,West,w,90,"Volks-, Hauptschule",nein,eine Person,eine Person,CDU/CSU,ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,27941776,",428178",2016/06/20,20000 bis 50000,Bayern,West,w,63,Abitur,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,27984545,",36307",2016/06/20,2000 bis 5000,Bayern,West,w,40,Mittlerer Bildungsabschl,ja,vier,zwei,CDU/CSU,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,28027910,"1,102325",2016/06/20,100000 bis 500000,Bayern,West,w,18,Schüler,nein,vier,vier, ,keine Angabe,1500 bis unter 2000,mache mir keine Sorgen,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,28173195,"2,612109",2016/06/20,100000 bis 500000,Saarland,West,m,83,"Volks-, Hauptschule",nein,zwei,zwei,SPD,ja,1500 bis unter 2000,mache mir Sorgen,"eher Vorteile,","weiß nicht, keine Angabe",kommt eher nicht voran
KW 25 - Juni,28437371,"1,106311",2016/06/20,5000 bis 20000,Saarland,West,w,59,"Volks-, Hauptschule",ja,zwei,zwei,Die Linke,ja,3000 bis unter 3500,"weiß nicht, keine Angabe",eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,28459941,"1,083684",2016/06/20,100000 bis 500000,Saarland,West,m,53,Mittlerer Bildungsabschl,ja,drei,zwei,Die Linke,ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,28522770,"1,15659",2016/06/20,100000 bis 500000,Saarland,West,w,29,Abitur,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,28569978,",530232",2016/06/20,100000 bis 500000,Saarland,West,m,54,"Volks-, Hauptschule",ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,"eher Vorteile,",eher Nachteile,kommt eher nicht voran
KW 25 - Juni,28606556,",379533",2016/06/20,20000 bis 50000,Saarland,West,m,60,Mittlerer Bildungsabschl,nein,drei,drei,CDU/CSU,ja,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,28628683,",109681",2016/06/20,500000 und mehr,Berlin,West,m,65,Studium,nein,zwei,zwei,AfD,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,28669245,",525765",2016/06/20,500000 und mehr,Berlin,West,m,16,Schüler,nein,vier,vier, ,nein,keine Angabe,mache mir keine Sorgen,"eher Vorteile,",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,28674259,",277342",2016/06/20,500000 und mehr,Berlin,West,m,52,Abitur,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,28904213,",045772",2016/06/20,500000 und mehr,Berlin,West,m,63,Abitur,nein,vier,vier, ,nein,2000 bis unter 2500,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 25 - Juni,29062030,",78639",2016/06/20,500000 und mehr,Berlin,West,m,26,Mittlerer Bildungsabschl,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,29200975,",246075",2016/06/20,500000 und mehr,Berlin,West,m,84,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 25 - Juni,29222221,",151065",2016/06/20,500000 und mehr,Berlin,West,w,67,Studium,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,29238441,",205675",2016/06/20,500000 und mehr,Berlin,West,m,72,Studium,nein,zwei,zwei,CDU/CSU,ja,3000 bis unter 3500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,29272523,",178956",2016/06/20,500000 und mehr,Berlin,West,w,87,Studium,nein,eine Person,eine Person,FDP,ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,","weiß nicht, keine Angabe"
KW 25 - Juni,29394943,",178956",2016/06/20,500000 und mehr,Berlin,West,w,76,Abitur,nein,eine Person,eine Person,sonstige,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,29578137,",147117",2016/06/20,500000 und mehr,Berlin,West,m,62,Abitur,ja,fuenf und mehr,vier,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 25 - Juni,29579467,"1,284492",2016/06/20,500000 und mehr,Berlin,West,w,72,"Volks-, Hauptschule",nein,eine Person,eine Person,Die Linke,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,29673568,",17695",2016/06/20,500000 und mehr,Berlin,West,m,86,Studium,nein,eine Person,eine Person,CDU/CSU,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,29783313,",184301",2016/06/20,500000 und mehr,Berlin,Ost,m,64,Studium,nein,zwei,zwei,"Bündnis `90, Die Grünen",ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 25 - Juni,29898355,",08316",2016/06/20,500000 und mehr,Berlin,Ost,m,64,Abitur,ja,eine Person,eine Person,SPD,ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,29908537,"1,5661",2016/06/20,500000 und mehr,Berlin,Ost,m,46,Studium,ja,fuenf und mehr,zwei,"weiß nicht, keine Angabe",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,29915027,",430602",2016/06/20,500000 und mehr,Berlin,Ost,m,51,Studium,ja,vier,drei,Die Linke,ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,30211055,",126738",2016/06/20,500000 und mehr,Berlin,Ost,m,67,Mittlerer Bildungsabschl,nein,zwei,zwei,Die Linke,ja,2000 bis unter 2500,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,30223898,"2,40387",2016/06/20,500000 und mehr,Berlin,Ost,w,34,Mittlerer Bildungsabschl,ja,fuenf und mehr,drei,würde nicht wählen,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,30232006,",135459",2016/06/20,500000 und mehr,Berlin,Ost,m,65,Abitur,nein,vier,vier,AfD,ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,30323161,",164507",2016/06/20,100000 bis 500000,Brandenburg,Ost,m,71,Studium,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,30349713,",641259",2016/06/20,50000 bis 100000,Brandenburg,Ost,w,88,"Volks-, Hauptschule",nein,eine Person,eine Person,AfD,ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,30353836,"1,513378",2016/06/20,50000 bis 100000,Brandenburg,Ost,w,58,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,30491600,"1,246697",2016/06/20,500000 und mehr,Brandenburg,Ost,w,67,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,30494259,",866531",2016/06/20,500000 und mehr,Brandenburg,Ost,w,43,Abitur,ja,vier,drei,SPD,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,30515496,",250211",2016/06/20,20000 bis 50000,Brandenburg,Ost,w,14,Schüler,nein,fuenf und mehr,vier, , ,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 25 - Juni,30604887,",145792",2016/06/20,2000 bis 5000,Brandenburg,Ost,m,66,Studium,nein,zwei,zwei,SPD,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,30727167,"1,187176",2016/06/20,500000 und mehr,Brandenburg,Ost,w,39,Studium,ja,fuenf und mehr,fuenf und mehr,würde nicht wählen,ja,keine Angabe,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,30745305,"1,973861",2016/06/20,5000 bis 20000,Brandenburg,Ost,w,76,"Volks-, Hauptschule",nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe","weiß nicht, keine Angabe"
KW 25 - Juni,30882777,",152016",2016/06/20,20000 bis 50000,Brandenburg,Ost,w,62,Abitur,ja,zwei,zwei,würde nicht wählen,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,30971420,",182621",2016/06/20,bis 2000,Brandenburg,Ost,m,72,Studium,nein,eine Person,eine Person,AfD,ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,31048423,",263389",2016/06/20,500000 und mehr,Brandenburg,Ost,m,65,Abitur,nein,drei,zwei,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,31110662,",335228",2016/06/20,100000 bis 500000,Brandenburg,Ost,m,63,Mittlerer Bildungsabschl,nein,zwei,zwei,CDU/CSU,ja,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 25 - Juni,31207567,",340758",2016/06/20,5000 bis 20000,Brandenburg,Ost,m,56,Studium,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,31347395,",950124",2016/06/20,100000 bis 500000,Mecklenburg-Vorpommern,Ost,w,15,Schüler,nein,vier,vier, , ,500 bis unter 1000,mache mir keine Sorgen,"eher Vorteile,",eher Nachteile,kommt eher nicht voran
KW 25 - Juni,31409502,"1,463612",2016/06/20,20000 bis 50000,Mecklenburg-Vorpommern,Ost,w,55,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,"weiß nicht, keine Angabe","weiß nicht, keine Angabe","weiß nicht, keine Angabe"
KW 25 - Juni,31535611,",977215",2016/06/20,100000 bis 500000,Mecklenburg-Vorpommern,Ost,m,55,Studium,ja,zwei,zwei,AfD,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,31627941,",184901",2016/06/20,50000 bis 100000,Mecklenburg-Vorpommern,Ost,w,68,Studium,nein,zwei,zwei,Die Linke,ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,31660101,",427314",2016/06/20,50000 bis 100000,Mecklenburg-Vorpommern,Ost,m,44,Abitur,ja,vier,drei,"weiß nicht, keine Angabe",ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 25 - Juni,31684288,",24736",2016/06/20,100000 bis 500000,Mecklenburg-Vorpommern,Ost,w,62,Mittlerer Bildungsabschl,ja,eine Person,eine Person,CDU/CSU,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,31725152,",243361",2016/06/20,5000 bis 20000,Mecklenburg-Vorpommern,Ost,w,79,Studium,nein,eine Person,eine Person,Die Linke,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 25 - Juni,31969999,",672603",2016/06/20,100000 bis 500000,Sachsen,Ost,w,73,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir keine Sorgen,"weiß nicht, keine Angabe",eher Nachteile,kommt eher nicht voran
KW 25 - Juni,32213814,",173401",2016/06/20,100000 bis 500000,Sachsen,Ost,w,82,Studium,nein,eine Person,eine Person,CDU/CSU,ja,1500 bis unter 2000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 25 - Juni,32305856,",030661",2016/06/20,100000 bis 500000,Sachsen,Ost,m,65,Studium,ja,eine Person,eine Person,würde nicht wählen,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,32324733,",75363",2016/06/20,5000 bis 20000,Sachsen,Ost,w,56,Mittlerer Bildungsabschl,nein,eine Person,eine Person,Die Linke,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,32360876,",173401",2016/06/20,100000 bis 500000,Sachsen,Ost,w,78,Abitur,nein,eine Person,eine Person,CDU/CSU,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher nicht voran
KW 25 - Juni,32469286,",251185",2016/06/20,500000 und mehr,Sachsen,Ost,m,48,Studium,ja,vier,zwei,würde nicht wählen,ja,1500 bis unter 2000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 25 - Juni,32517961,",307073",2016/06/20,500000 und mehr,Sachsen,Ost,m,54,Studium,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,32558820,",331638",2016/06/20,500000 und mehr,Sachsen,Ost,w,61,Studium,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 25 - Juni,32646285,",656678",2016/06/20,50000 bis 100000,Sachsen,Ost,m,88,"Volks-, Hauptschule",nein,eine Person,eine Person,CDU/CSU,ja,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,32731541,",803007",2016/06/20,2000 bis 5000,Sachsen,Ost,w,79,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,32788474,",707146",2016/06/20,50000 bis 100000,Sachsen,Ost,w,50,Mittlerer Bildungsabschl,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,"eher Vorteile,",eher Nachteile,kommt eher voran
KW 25 - Juni,32851163,"3,279702",2016/06/20,20000 bis 50000,Sachsen,Ost,m,19,Mittlerer Bildungsabschl,nein,drei,drei,SPD,ja,4000 bis unter 5000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe",kommt eher voran
KW 25 - Juni,32927568,",740387",2016/06/20,500000 und mehr,Sachsen,Ost,m,88,"Volks-, Hauptschule",nein,eine Person,eine Person,SPD,ja,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,32998370,",386",2016/06/20,500000 und mehr,Sachsen,Ost,m,80,Studium,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 25 - Juni,33104121,",547302",2016/06/20,500000 und mehr,Sachsen,Ost,w,44,Studium,ja,vier,zwei,"Bündnis `90, Die Grünen",ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 25 - Juni,33129494,"2,248983",2016/06/20,500000 und mehr,Sachsen,Ost,w,32,Studium,ja,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,33163121,",190615",2016/06/20,500000 und mehr,Sachsen,Ost,w,60,Studium,ja,zwei,zwei,würde nicht wählen,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,33181121,",252378",2016/06/20,500000 und mehr,Sachsen,Ost,m,60,Studium,nein,drei,drei,"weiß nicht, keine Angabe",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 25 - Juni,33192777,",36054",2016/06/20,5000 bis 20000,Sachsen,Ost,w,55,Studium,ja,zwei,zwei,FDP,ja,5000 Euro und mehr,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 25 - Juni,33275224,",418546",2016/06/20,500000 und mehr,Sachsen,Ost,w,50,Studium,ja,drei,drei,CDU/CSU,ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 25 - Juni,33300007,",398144",2016/06/20,20000 bis 50000,Sachsen,Ost,m,67,Abitur,nein,zwei,zwei,CDU/CSU,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 25 - Juni,33379653,",500972",2016/06/20,100000 bis 500000,Sachsen-Anhalt,Ost,w,75,Studium,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,33441015,",1792",2016/06/20,100000 bis 500000,Sachsen-Anhalt,Ost,m,23,Studium,ja,zwei,zwei, ,nein,2500 bis unter 3000,mache mir Sorgen,"weiß nicht, keine Angabe","eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,33522732,",329418",2016/06/20,100000 bis 500000,Sachsen-Anhalt,Ost,m,63,"Volks-, Hauptschule",ja,eine Person,eine Person,CDU/CSU,ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 25 - Juni,33691032,",538552",2016/06/20,100000 bis 500000,Sachsen-Anhalt,Ost,m,48,Studium,ja,zwei,zwei,würde ungültig wählen,ja,4000 bis unter 5000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 25 - Juni,33833361,",783706",2016/06/20,50000 bis 100000,Sachsen-Anhalt,Ost,w,57,Studium,ja,zwei,zwei,CDU/CSU,ja,4000 bis unter 5000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
