cafe_title,cafe_content,cafe_replies,date
심한장염 ㅠㅜ 현지약이 더 맞을까요?,"물설사가 심해요 한국지사제 먹었는데도 아직인데
현지약이 더 효과 있을까요?",['성인분이신가요? 지사제로도 안되면 병원가셔야 하지 않을까요?? 탈수올까봐 무서운데...ㅠㅠ\n심해지면 리조트에 꼭 요청하셔서 같이 병원가셔요..\n며칠전 아이 콜레라 걸렸다는 글을 읽어가지고....\n지레 겁먹지는 마시구요..... 나아지실 거에요!!'],
물갈이 약 알려주세요,"물갈이를 대비해서 미리 약을 챙겨가려고 하는데,
상비약 목록에 지사제가 들어 있어서 그걸로 충분한지 모르겠어요.

지사제가 식중독에도 효과가 있나요? ㅎㅎ
아니면 현지에서 다른 약을 구입하는 게 더 나을까요?
태국에서는 약이 저렴하다고 하던데~~","['지사제는 단순히 설사증상을 완화하는거고, 식중독의 원인을 해결하지는 못해요~', '식중독은 약으로 해결이 어렵져ㅜㅜ\n걸리면 무조건 병원으루 가세여!!']",
현지에서 쓸 체크카드 어떤거 이용하세요?,"여행 약 두달 남겨놓고
이제서야 여행공부중입니다.

예전에 발리 갔을땐 달러로 현지에서 루피아 환전했었는데
이제 달러는 비상용으로 조금만 가져가고
다들 체크카드 쓰시는거 맞죠???

트래블로그 트래블월렛
두개 보유중인데
두개면 충분한지...
아님 다른 채크카드가 필요할까요???
atm출금할때 더 유용한 체크카드가 있는지 궁금합니다","['저는 로그.월렛 받아왔는데 월렛으로만 다 쓰고있어용!\n비상용으로 300불 챙겨온거는 아직 안썼네용~~ 내일 귀국합니당..!(귀국할수있겠됴...?🥹)', '무사귀국 기원합니다~~\n\n월렛으로 atm출금하려고 하는데 atm기기 찾기 수월할까요?', '마지여사저두 첫 월렛썼는데 atm찾기 수월했습니다!! 저도 팁주는돈 빼곤 거의 월렛카드썼습니다 ㅋㅋ', '차니이아!!감사합니다~~~~\n추가 발급안해도 되겠어요^^', '마지여사세관신고 다하고 밖에 나오면 공항내 atm기가 되게 많더라구요! bni에서 250씩 일단 두번 출금해서 나왔었어요', '호이뽀잇bni출금기인가요??아직 그것까지 알아보지못했는데 감사합니다^^', '네이버 머니 체크카드 해외 결제시 3% 추가 적립되어서 그거 쓰고 있어요.', '아~~~적립되는 카드도 있군요. 요 카드도 한번 찾아봐야겠어요. 감사합니다', '트래블로그......완전 별로에요. 노란간판은행..뭐였지.ㅠㅠ 거기서만 되더라구요. 다른 카드 들고 가세요~~']",
"말머리
[기타Q]
현지마트에 멀미약 살수있는거 있나요?","
한국서 멀미약 넉넉히 챙겨왔는데
뉴저지-이타카
이타카- 캐나다-이타카
이타카-뉴욕시티
저희가 차량이동일정이 많아서요
근데 갖고 온것중에 절반 분실했어요ㅜ
큰애가 멀미하는애라
현지마트에서 살수있는 멀미약 아시면 사진이나 약이름 첨부좀부탁드릴께요
여기 타겟 알디 가깝고, 약국도있는데 애들효과있는거 알고가서 사고싶어요","['이 상표를 많이 쓰는거 같애요 kids 용도 따로 있으니 찾아보세요.', '감사합니다.', '네 많아요!', '약국아니고 마트판매용이죠?', '투윤이들넵']",
쿠알라룸푸르 한달 살기 하는데 비상약은 현지 구입해도 되나요?,"쿠알라에 한달 좀 넘게 지낼 예정이에요.
비상약을 챙겨야 하는데 해열제, 감기약, 모기약, 연고, 밴드 등등은 현지에서 구입해도 되나요?

그리고 제가 새치염색을 3주에 한 번 정도 해야되서.. 염색약(로레알)도 현지 구입가능할까요?

미용실에서 남자 커트는 얼마나 하는지도 궁금합니다~~
한달 넘게 있음 아이들 머리 지저분해져서요.","['여기서도 구입은 가능하긴한데 당장 사용하실거면 한국에서 가져오시는게 날거에요\n한극미용실은 한국과 가격차가 큰 차이없고 현지미용실에서 자르면 중국인, 인도인 머리처럼 되는것 감안하셔야 합니다', '아 그렇군요 짐이 많아지겠오요 ㅠㅠㅠ\n댓글 감사해요', '레몬지인7소량만 가져오세요', '말그대로 비상시에 쓰는 거니까 가져오시면 좋을 것 같아요.\n첫째긴 긴장이 풀렸는지 몸살이 나서 갑자기 열이 38도가 넘었는데 그나마 상비약 있어서 잘 넘겼어요.\n타이레놀 소화제와 아이들 자주 아픈 부분에 대한 약(저희 아이들은 항상 기침이 오래가서 기침약) 챙겨오시면 될 것 같아요.']",
"말머리
[Q]
혹시 현지에서 독감 약처방 받을수 있나요?","📢 위 게시판 안내 필독 (휴대폰 접속시 ▼ 클릭해서 자세히 필독해주세요)
5년만에 가게된 세부인데 엄마인 제가 오늘 독감이 걸렸고ㅠ
출발은 담주 화욜이라 좀쉬면서 낫고 가야겠다 싶은데ㅜ
왜냐면 호텔도 환불 불가 비행기도 요즘에 독감은 물론 코로나도 환불 안해준다더라구여ㅠ
돈을 다 날리게 될꺼같아서 조금 회복후 갈려고 하는데ㅜ
문제는 남은 가족들이 독감에 걸리믄 어쩌나 하고요
지금 다른방에서 마스크 쓰고 최대한 조심해보는데
가기전에 증세가 있다면 한국에서 약처방 받아서 가는게 좋을텐데 다른식구들 걸리믄 돈 날리는셈 치고 안갈수도 있을꺼 같긴해요
세부에 잘도착해서 놀다가 애기가 독감걸려서 아프면
약처방이나 병원진료받을수 있을까요?
요며칠 날씨가 오락가락 춥더니 결국 독감이 걸렸어요ㅜ
아픈데 여행을 가야되다니 ㅠ 저는 곧 회복 되겠지만 남은가족이 걱정이네요ㅜㅠ
혹시 현지에서 아파서 병원가셨던분들 있을까여?
경험담 남겨주심 감사하겠습니당^^






☞ 답변주신 회원님에게는 감사의 대댓글을! (질문글 삭제시 활정), 댓글 답변은 따뜻하게 해주세요 (상처금지)","['저희가족 오늘(토) 도착했는데요. 둘째가 목욜밤부터 열나더니 금욜 독감판정받아서 수액맞고 해열제 들이붓고 왔어요. 열이39도 나도 컨디션이 너무좋아서 취소하고싶지 않더라구요😔\n독감 증상은 복불복이에요. 접종 했으면 스치듯 모르고 지나는 경우도 많아요. 만반의 준비 하셔요', '저도 차라리 가기전에 한국서 수액맞춰서 가믄 좋겠네용 저희가족 전부 독감예방접종 했는데 저는 어제는 좀 쎄게 아파서 수액덕봐서 오늘은 좀살만하네용~~^^ 세부잘 도착하셨네요~~ 즐거운 시간 잘 보내시고 오셔용 저희도 가는 방향으로 해야겠네용ㅋ', '타미플루는\n전세계적 a.b독감 치료제라\n받을수는 있어요5일치 다 복용해야\n하고 회복이 많이 더뎌요\n페라미수액을 맞는거 추천이요\n몸안에 독감바이러스 복제를\n막아줘\n효과 빠르고 열도 금방 내리고\n회복이 빠릅니다\n단점은 비급여라 비싼거 빼고요', '넵 저도 수액맞으니 훨씬 회복이 빠른거같아용~~ 답변주셔서 감사해용~^^*']",
🇻🇳담시장에서 쇼핑만 하실건가요? 맛집도 가셔야죠!!!,"담시장 근처 넴느엉 맛집!
당@꾸엔 소개해 드릴게요.

간단히 조식 해결하고
담시장 털러가기전
에너지를 채우기위해 들렀습니다.
오전 10시반 정도 도착했고 대기 없었어요.
식사시간에는 대기도 있다하니
저희처럼 살짝 비켜가시는것도 방법입니다.

메뉴판은 한국어도 있어서
주문하기 아주 편했어요.

짜루아 2개 10000동
넴느엉 52000동
맥주 2캔 36000동
총 98000동 약 5천원!!

현지분들이 많이 드시길래 시켜본 짜루아.
고기완자인데 어묵같은 식감이에요.
고기잡내없고 맛있었어요.

드뎌 영접한 넴느엉!!
배가고픈 상태면 1인 1접시도 가능할듯합니다.

전날밤에 그렇게 마셔놓고
또 건배🤣🤣🤣

야채와 안친한 저는 딱 요렇게만!!
상추+오이+망고채
이정도는 먹을수있습니다^^

야채와 친한 친구는 이렇게!!
무시무시한 초록입니다🥶🥶
고기 잡내없고
소스도 맛있었어요.
생마늘이 있더라구요!!
껍질 까서 하나씩 넣으셔도 맛있어요.


맞은편에서 넴느엉 고기를 계속 굽고있더라구요.
숯불에 고기굽는냄새는
그냥 지나치기 힘들잖아요^^

담시장 가시게되면
요기가셔서 현지인들 틈에 섞여
넴느엉 한접시 드시고 쇼핑하셔도 좋을듯합니다.","['넴느엉은 너무 맛있어요^^', '그쵸~ 언제먹어도 맛있죠^^\n전문점이라 확실히 더 맛있긴 하더라구요^^', '맛집으로 너무 유명한곳이라\n꼭 가보고싶네요!!\n짜루도 찜꽁~♡', '담시장 가시기전에 들러서 고기로 에너지채우고 쇼핑 가시면 좋을듯해요^^', '밀크님 여긴 제가 나트랑에서 가장 좋아하는 식당이고,,,,\n두번 말하면 입 아파용!!!^^', '뽀님 좋아하시는군요!!!\n가격도 착하고 맛도있어요.\n저도 또갈곳입니다😍🥰', '확실히 한국분들이 많이찾는곳이라 한국어메뉴판이 있네요.\n한쌈 크게 싸먹고 싶은 지금입니다😍', '돌라님 여긴 꼭 가보셔야해요.\n아이들 안먹더라도 돌라님이라도 꼭 드시고오세요^^', '저는 채소랑 친하지만 베트남 채소는 무서워서 밀크프레소님 정도만~ㅋㅋ', 'ㅎㅎㅎ저도 무섭습니다.\n저정도에 마늘만 몇알 넣어도 맛있더라구요^^', '저두 요기 꼭 가보구 싶어요^^', '모찌님 요기 꼭 가보세요!!!! 담시장 쇼핑 전에 들렀다 가시믄 딱이에요!!', '고기잡내없어요?\n저첫번째실패해서계속안먹었는데\n저고기옆에나오는바삭한튀김같은건맛있었어요^^', '1도 없어요. 고기잡내 없고 바싹한 튀김하고 같이 싸먹으니 식감도 좋구요. 저도 고기냄새 민감한편인데 요기는 합격입니다^^', '아휴 여기를 못 갔네요 ㅜㅜ', '아휴.. 다시가셔야겠어요ㅜㅜ', '요집도 넴느엉 맛집으로 많이들 인정하시는것 같아요', '가격도 착하고 고기잡내없고 맛있었어요~ 또 가고픈 곳이에요 꿈님🥰😍', '저도 가봐야겠네요~~', '맛나게 드시고오세요 ^^', '요기도 저장~맛집 정보 감사해요^^', '담시장 가시게되시면 들려보세용^^', '밀크프레소담시장은 무조건이죠~', '이곳 다녀오신 분들 많으시네요~\n쇼핑 전 배 채우고 가야겠어요.. ㅎㅎ\n저도 향나는 풀은 못먹어서 ㅋㅋㅋ', '풀 안넣어도 맛나잖아요^^ ㅎㅎ\n오이 망고채 상추로 충분합니다!!!ㅎㅎ', '현지인 많은 맛집 좋아요~\n다음에 꼭 가봐야겠습니다~👍', '그쵸~ 현지인들 가득한곳이 찐 맛집인듯 합니다^^', '넴느엉 넘 맛나요♡\n담엔 이집도 가보고싶어요^^', '넴느엉은 진짜 실패없는음식 같아요~ 고기잡내만 없으믄 어디든 성공이지유^^', '당반꾸엔 여기 넴느엉도 넘 깔끔하고 맛있어요 ^^전 짜루아는 입맛에.안 맞았어요 ㅎ 넴느엉만 열심히 먹는걸로요 ^^', '짜루아는 호불호 있을것 같긴하더라구요^^ 넴느엉은 또 먹고싶네용^^', '야채가 너무 많은거 아니옵니까?!!!ㅋㅋㅋㅋㅋ', '저는 오이 망고채 상추만 넣습니다요. 친구가 고수, 야채 광인이에여ㅋㅋ', '밀크프레소저는 오이 못먹습니다ㅜㅜㅜ', '숯불에 구운고기는 진짜 지나칠수 없죠😆', '냄새가 아주.. 발길을 막 잡습니다ㅋㅋ', '여긴 담시장가면 코스죠 ㅋㅋ', '코스 맞죠^^ 또가고픈 곳이에요^^', '많이들가시는거 같아요 ㅋㅋ\n저도 나중에 함 먹어봐야겠어요', '담에 가시믄 꼭 드셔보세용~ 저렴하고 맛나용^^', '맛나보여요, 꼭 가볼께요', '넵 꼭 가보세요 ^^', '요기도 갈려고 찜ㅋㅋㅋ\n제발 찜해둔 집 다 가보고 오고 싶어요🤭', 'ㅎㅎ 남겨두고 오셔야 또가죠 싹바님^^', '이런곳이 있네요 ㅋㅋㅋ찜!!!', '꼭 가보세요 꼴라님^^', '한글 메뉴판이 있어서 넘 좋네요~~', '아 여기 현지인맛집으로 유명한곳이죠', '추천감사해요!']",
"말머리
[Q]
현지약이 쎈가요? 애약처방받았는데 배아프다하고화장실을자꾸가네요ㅠ","📢 말머리 Q 설정! 위 게시판 안내 필독
📢 글 제목은 단어가 아닌 문장형으로 샹글 (X) 세부샹그릴라 (O)



오자마자 코로나걸려서ㅠ 같이온 언니네가족한테 옮길까봐 격리하고있는데 어제약처방받았는데 애가약먹고나면 배아프고 설사를하는데 약이안맞아서 그런건지 현지약이 좀쎈가요?ㅠㅠ


☞ 답변주신 회원님에게는 감사의 대댓글을! (질문글 삭제시 활정), 댓글 답변은 따뜻하게 해주세요 (상처금지)","['좀쎈거같아요ㅜ', '그런가보네요ㅠㅠ 약안먹여야겠어요ㅠ', ""유유1212항생제처방받아서먹었는데 즉방이긴했어요ㅜ애가 맛은없다던데.'"", '병원과 같은 의료기관의 영향력이 약하다보니\n상대적으로 약국 약이 강해요', '병원서받은약인데도 설사를하네용ㅠ 오늘약안먹이고지켜봐야겠어요', '코로나 증상일수도있어요 설사하는 경우도 있거든요!', '열은다떨어졌는데 약먹고나서 배가아프다하니ㅠㅠ 일단은 약은빼고지켜봐야겠어요', '약이.. 세긴해요.. 애가 한국서받아온.항생제가 250미리..들어간게..여기선 500이였어요. ㅋ 상관없대요 ㅋㅋ 빨리낫더라고요 ㅡ 전 그냥 멕여요~~', '약효과는좋은거같애요ㅋㅋ약먹고자니 좀낫더라고요']",
"말머리
[Q]
모알보알에서 생겼는데 해파리?물벼룩?개미?어떤걸까요ㅠㅠ간지러워요..","📢 말머리 Q 설정! 위 게시판 안내 필독
📢 글 제목은 단어가 아닌 문장형으로 댄항공 (X) 대한항공 (O)


7일 모알보알 바다에서 스노쿨링하고 다음날부터 손이랑 손목부터 시작해서 목,배,젤심한 등(사진첨부)에
두드러기처럼 간지러워요ㅠㅠ
다리랑 발목에도 몇개 있는데 처음 스노쿨링때는 짧은 수영복 입어서 물벼룩에 물린걸까요?
느낌상 노출부위만 물린것같아서요...

호텔 간호사한테 물어보니 해파리는 아닌거같다는데
처음 숙소에서 개미가 있었는데..개미?배드버그?
숙소 벌레한다 물렸다고 하기엔 다른 가족은 멀쩡해서요

약은 현지에서 구입한거랑 한국에서 가져온거 두개 있는데 어떤거 바르면 좀 나을까요?
아니면 현지 약국에서 구입할 수있는 약 아시는분 계시면 이름 알려주셔도 감사하겠습니다

경험 있는분들 조언 부탁드려요ㅠㅠ



☞ 답변주신 회원님에게는 감사의 대댓글을! (질문글 삭제시 활정), 댓글 답변은 따뜻하게 해주세요 (상처금지)","['드시는 알러지약은 없으신가요?ㅠㅠ먹는약이 제일 효과가빠를텐데 비염이나 알러지약찾아보세요!', '먹는약은 지금 없네요ㅠㅠ콜대원 파란색있는데 그거라도 먹어볼까요?인후통에 효과있는거에요...', '쌀보리쌀쌀약성분에 세타리진염산염 있으면 드셔보세요!', '새호텔죠하여기에는 없는것같긴해요ㅠㅠ\n그래도 어제 마데카솔 전부 바르고 잤더니 간지러운게 조금 나아졌어요\n감사합니다ㅠㅠ', '모알보알 스노쿨링 하면 뭔가가 와서 쏴요 .. 저희도 그랬어요', '근데 저렇게 많이 물릴수도 있을까요? 한시간정도 한거같아요..찾아보니 빈대 가능성이 높아서 떨고 있어요ㅠㅠ', '해파리한테 쏘이면 채찍으로 맞은 것 처럼 보여요. 저건 뭐에 물린 거 같은데 오른쪽에 집중적으로 난 걸로 유추해 보시면 어떨까 합니다. 약은 한국 거 바르세요. 현지 약 잘 안 듣습니다.', '네ㅠㅠ해파리는 아닌거같은데 어제 찾아보니 물린자국이 빈대인것같아서 걱정이에요 모알보알 숙소에 벌레가 많았거든요;;;', '베드버그랑 해파리는 아니고 벌레 물린 것 같아요 ㅠㅠ 베드버그는 일자로 물리고 간지러워 죽습니다 ㅠㅠ 해파리는 진짜 다발로 쏜것같더라고요', '배드버그 아니면 너무 다행인데 찾아보니 꼭 일자 아니더라도 한군데 집중적으로 여러번 문더고 하더라구요 어제 약이 없어서 어쩔수 없이 마데카솔 발랐더니 간지러운게 조금 덜해졌어요ㅠㅠ', '제가 봤을때도 빈대는 아닌것 같고, 아마 어떠한 이유로 동시다발적으로 모기에게 물린 것 같습니다.', '간지러운건 마데카솔 바르고 좀 괜찮아졌는데 빈대일까봐 걱정했던지라 아니라면 너무 다행이에요~', '아마 물벼룩인거 같아요. 저도 갔다와서 한 일주일 고생했네요 간지러워서.. 베드버그 인줄 알고 겁먹었다가 아니어서 다행이긴했습니다.', '말로만듣던 베드버그라서 덜덜 떨고있었네요ㅠㅠ다행이셨다니 저도 한시름 놓아도 되겠죠??', ""물벼룩 맞을 거예요~수온이 높은 바다물에 주로 많습니다~일명~'따콤이'라고 부르는 물벼룩 일겁니다. 저도 매주 바다 수영을 다녀서 많이 물렸습니다. 부산 송정에도 여름철과 그리고 이번에는 9월에도 따꼼이가 많았습니다."", '물이 엄청 따뜻하긴하더라구요~\n다리쪽에는 연달아 물린자국도 있는데 빈대 아니겠죠??', ""쌀보리쌀쌀물벼룩=따꼼이 맞을 거예요~그래서 레쉬가드(딱 붙는 래쉬가드)를 입거나 다이빙슈트 입으면 목 주위만 살짝 간지럽거든요~~~저도 9월에 세부갔을때 와이프랑 애들은 멀쩡한데~저만 많이 물렸어요~래쉬가드 안입고~폼나게 호핑할려고 수영팬츠만 입고들어 갔다가 온몽이 근질 근질~~~저는 보통 일주일정도 지나면 괜찮아 졌는데요~심하면 '지르텍' 많이 먹더라구여~~한번 드셔보십시오~"", '쌈쏜저도 이제 간지러운건 좀 괜찮아지는거같고 참을만도하구요~\n빈대가 아니라니 마음좀 편하게 가질수있겠어요~이제는 저도 온몸 꽁꽁 둘러싸고 들어가고 있답니다ㅎㅎ한국가서 계속 간지러우면 지르텍 먹어볼게요~~감사합니다^^', '작년3월, 올해3월 다 이렇게 물려왔어요. 연고도 안가져가서 모알보알 약국갔더니 그들도 잘모르드라구요 ㅡㅡ. 같이 간친구랑 한침대서 자서 베드버그는아닌것같구 .물벼룩인지 뭔지 모르겠어요. 친구들 같이 바다에 있었지만 저만 두번이나 저렇게 되서 넘 간지럽고 상처도오래가서 모알보알 가기가 무섭더라구요 .ㅜㅜ', '물린사진이 저랑 너무 비슷한거같아요ㅠㅠ지금도 간헐적으로 간지럽긴한데 흉지진 않으셨죠?? 내일 피부과가서 약이라도 받아야겠어요~\n모알보알 바다는 좋은데 벌레때문에 다음은 망설여질듯하네요']",
여행시 현지약이 필요할 때 도움이 되는 글들(재탕),"여행와서 몸이 아파 약이 필요할때 아래 두 글을 참고해 1차적인 조치를 내려보세요.


인도네시아 대사관이 발급한 의료 가이드북

인도네시아 의사와 비대면진료 및 약처방해주는 앱

저는 항상 몸이 좋지 않을때 할로독부터 이용하는 편입니다.
할로독에서 처방받은 약이 효과가 없을 때 현지 병원을 가죠.","['좋은 팁 감사합니다😁', '감사합니다 ♡', '감사합니다!!!! 안그래도 약이랑 이런거 뭐 챙겨가나 유사시에는 어떻게 해야하나 알아보려고 했는데 이런 엄청난 꿀팁이!!!', '감사합니다', '안녕하세요 ~ 할로독에서 처방받은약을 여기서 바로 주문가능한가요? 약국왔더니 증상듣고 이약저약 다해서 100불을 달라네요.. 항생제 기침약 가래 ㅠ 심카드가 오늘 온다는데 약국 먼저 갔더니.. ㅠ', '처방전에 적힌 약만 달라고 하세요.', 'Soul Incubator처방전들고 다시 가볼께요ㅠ 감사합니다', '발리로고고약값으로 100불 부른 곳은 구글맵 리뷰에 바가지 업소라도 남기시면 좋구요.', 'Soul Incubator감사합니다~ halodoc에서 의사보고 처방약바로 배달도 되서 모든게 20분안에 이루어지고 가격도 눈에보이니 너무 좋네요. 감사합니다^^', '사용할 일이 없으면 좋겠지만, 반드시 알아야 할 필수자료이네요~\n정말 감사합니다.', '감사합니다']",
다낭 6박7일 여행경비 공유,"1일차 아침비행기
7일차 00시35분 비행기로
어설픈 6박7일 보내고 왔습니다.
경비 공유 해봅니다.
성인2명입니다.
비행기 약75만원
호텔5성급 6박7일 약65만원
보험 약 2만7천원
로밍 4만2천원(6기가 및 가족추가3천원중 19,500원 네이버페이백 예정)
사전 온라인 면세 약 18만원
기내식사전구입 약 1만6천원
후에관광 약 17만2천원 카페 투어이용
바나힐관광 약12만원(식음료 포함)
호이안바구니 약 3만5천웡(다낭 픽업 호이안드롭 배 돌리기비용포함)
현지이발관 및 마사지등 약 9만원
현지식사 약 18만원
간식음료 약 4.1만원
현지쇼핑 잡비 약 57만원(스케쳐스 다량 구입)
현지 지불교통비 약 5.6만원 샌딩비 예약금 현지 이동비포함
그랩비용 약3.7만원(하나트래블로그 자동충전사용)
팁: 14만동 현지가이드. 하우스키핑 등등
그외 잡비 약13만원(국내공항 주차비.유류비.톨비.국내식사 등등)

대강 계산해보니 2인 총 316만원정도 썼네요.

현지 환전하고 남은동은 631만동 정도 남았는데
당근에 네이버 기준환율로 35만원 정도에 판다고 올렸더니 얼른 사가시네요.
네이버살때 환율로 계산하면 39만원 정도에 팔수도 있었는데 그냥 좋은게 좋은거라 기준환율로 거래 했어요.

늘 저희 여행 컨셉은 편한곳에서 자고
그나라 역사적 유적지를 반드시 보고
밥도 맛난 현지식 위주로만 먹고
편한 여행을 하자 입니다.","['여행가면 왕창 쓰는 게 가장 잘 즐기는 방법이죠~\n자세한 경비 정보 공유해 주셔서 감사합니다 :)\n\n역시 베트남인가.. 7일간 인당 150만원에\n즐겁게 여행을 다녀올 수 있다니 대박이네요!', '희한하게도 2년전 이맘때 다녀온 태국여행에서도 인당 150으로 잘 놀다왔네요.']",
호핑투어~육상 투어 멀미약,"호핑투어시 멀미약 드셨나요?? 새벽부터 투어 하러 간다고 생각하니 벌써 겁부터 나네요~< 비몽사몽 출발하긴 할텐데 ~ 고래상어랑 거북이보고~~ 호핑하는게 얼마나 잼있을지 ~그전에 멀미 안생기게 키미테나 멀미약 꼭 챙겨야 겠어요
아참 ~ 혹시 현지에서도 멀미약을 구할수 있나요?","['저흰 혹시 몰라서 한국에서 멀미약 사서 가서 호핑투어전에 모두 먹었어요^^', '앗 저도 먹는걸로 챙겨야겠어요~~답변 감사합니다^^', '배멀미심한데 저도 글보고 멀미약 챙겨야겠다는 생각이 드네요 ㅠ', '찻길도 험하대서 챙겨가려합니다', '그러게요 꼭 챙겨야겠어요 여유분도 챙기려구요~', '걱정이네욮ㅍㅍ']",
나트랑인데 지사제 잘듣는 거 현지약 있을까요?ㅠㅠ,"엄마가 물갈이 때문인지 오늘 화장실을 10번도 더 간거 같아요
한국에서 사 온 지사제는 다 먹어서 현지약을 사야할 것
같은데 잘 듣는 지사제 있을까요?","['지사제는 베트남어 Thuốc tiêu chảy 이고, 현지약국에서 Smecta 라는 지사제를 판매한다고 합니다.', '베트남어에 약 이름까지 정말정말 감사합니다!!내일 아침에 약국 다녀와야겠네요!! 좋은밤 되세요!!']",
준형현지(약수위)- 무섭지만,"


약간 빻음&오글거림&스킨십
그리고 필자는 그런거 좋아함

삭제 될거 같아서 트위터에도 올려놨습니다ㅋㅋㅋ

















겨우겨우 욕구를 누르는 준형이X무섭지만 피하기도 싫은 현지




















ㅁㅂ





","['꺅 탑승할 각이다', 'https://m.cafe.naver.com/onimobile/9300589\n임포 찍소한태 털리다 ㅋ', '세상에 너무 좋아요 michin', '아 사랑한다구요', 'ㅇ0ㅇ', '사랑합니다..', '보는데 옆에 아빠와서 겁나 놀람', '어떻게 해야 날 남자로 봐줄래...? 드르륵 탁.... 어떻게 해야 날 남자로 봐줄래...? 드르륵 탁.... 어떻게 해야 날 남자로 봐줄래...? 드르륵 탁.... 어떻게 해야 날 남자로 봐줄래...? 드르륵 탁.... 어떻게 해야 날 남자로 봐줄래...? 드르륵 탁.... 어떻게 해야 날 남자로 봐줄래...? 드르륵 탁.... 어떻게 해야 날 남자로 봐줄래...? 드르륵 탁.... 어떻게 해야 날 남자로 봐줄래...? 드르륵 탁.... 어떻게 해야 날 남자로 봐줄래...? 드르륵 탁....', '순애 너므조아..', '역시 현준이야 덕질한 보람이 있어 =^=', '와따씌.. 슨생님 잠시만.. 코피 좀 닦고오겠슴니닷.. 후어억..', 'ㅇ아니 잠시만ㄴ요 아니 무서운건줄 알고왓다고', '어머머', '현지준형이 맛있다 냠냠..', 'ㅇㄴ 잠만 준형이 근육 뭐야', '오마이갓 선생님', '와센즈!!', '당신은 내 은인입니다. 죽어도 상관없다 내 생은 여기까지야..', '덩치차이 모야모야....>ㅁ<', '사랑해요', '엥', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미친 맘에들어', '아씨아씨아씨아씨아씨', '와 더 그려주새요! 아이디어도 받으세요??', '넹!', '차애오 진짜요?! 캎쳏 가능하세요..?', '떡볶이먹고싶다아아네네', '차애오엇 걸어주세용 ㅎㅎ']",
현지에서 직접 투어 예약할 수 있는 업체도 많을까요?,"안녕하세요:)
약 2주뒤에 나트랑 여행 예정인데 11월이 우기 절정이라 하더라고요ㅠㅠ
계획을 미리 짜고 가봤자 비가오면 무의미할 듯 해서 나트랑 가서 그때그때 날씨나 아이 컨디션 보고 일정을 유동적으로 짜려고 하는데 나트랑도 현지에서 직접 투어를 예약하는 시스템이 잘 되어 있는지 궁금합니다^^
날씨운이 따라준다면 판랑사막이나 스노클링 생각하고 있어요~~
혹시 괜찮은 현지 업체가 있었다면 추천도 부탁드립니다^^","['네이버에도 투어상품 나오더리구요\n조인 하는 형식으로', '아 제가 그 생각을 못했네요!감사합니다:)', '하바나 호텔은 로비에 투어 신청하는 데스크가 따로 있었어요..', '그럼 호텔마다 신청가능한 곳이 있을수도 있겠네요! 일단 가서 체크 해봐도 될듯 하네요ㅎㅎ 감사합니다:)', '저도 나트랑가서 투어신청 했어요~', '오 희망적인 댓글이네요!감사합니다:)', '가능한곳은근많긴해요', '네 감사합니다:) 커피님 올리신 글 덕분에 식당 서칭하는데 도움많이됐습니다~~ 넘 감사드려요☺️', '저도 담주에 여행인데 ㅋㅋㅋ투어를 신청할지 고민됐었는데 ㅎㅎㅎ 아직도 고민되네요…', '저도 성격상 일정 다 짜놓고 가는게 맘편한데 날씨가 어찌될지모르니 안짜고 가려니 맘이 찜찜하네요😭😭', '아직 투어예약안했는데 하바나 투숙이에요.. 좋은정보 감사합니다']",
